ADANA;ANTALYA;MERSÝN;HATAY;KAHRAMAN MARAÞ;BURDUR;ISPARTA;OSMANÝYE;ÝZMÝR;MUÐLA;AYDIN;DENÝZLÝ;UÞAK;MANÝSA;KÜTAHYA;AFYONKARAHÝSAR;Kýrklareli;ÝSTANBUL;BALIKESÝR;BURSA;ÇANAKKALE;SAKARYA;KOCAELÝ;YALOVA;TEKÝRDAÐ;EDÝRNE;BÝLECÝK;TRABZON;SAMSUN;SÝNOP;GÜMÜÞHANE;GÝRESUN;RÝZE;ORDU;ARTVÝN;ÇORUM;KASTAMONU;KARABÜK;BARTIN;ZONGULDAK;DÜZCE;BOLU;TOKAT;Amasya;Bayburt;ANKARA;KONYA;ESKÝÞEHÝR;YOZGAT;SÝVAS;KIRÞEHÝR;NÝÐDE;AKSARAY;NEVÞEHÝR;KAYSERÝ;KARAMAN;KIRIKKALE;ÇANKIRI;MALATYA;BÝNGÖL;VAN;HAKKARÝ;AÐRI;IÐDIR;MUÞ;BÝTLÝS;ERZÝNCAN;ELAZIÐ;ARDAHAN;KARS;TUNCELÝ;ERZURUM;DÝYARBAKIR;ÞANLI URFA;MARDÝN;GAZÝANTEP;ADIYAMAN;SÝÝRT;KÝLÝS;ÞIRNAK;BATMAN
1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7
